Object Name,length,height,width,materialNumber,Amount per bin box (LHM C),Stabilität
V450 DELIVERYBOX 586X185X135,586,135,185,195701,not LHM,keine
PP500 B DELIVERYBOX 586X386X182,586,182,386,1019864,not LHM,keine
PAPERB. 0231 2CA 586X386X210 S,586,210,386,127606,not LHM,keine
PP600 B DELIVERYBOX 586X386X317,586,317,386,1019865,not LHM,keine
PAPERB.0201 2BC 586X386X 320 S,586,320,386,125817,not LHM,keine
PAPERBOX 0201 2BC 586X386X320 S,586,320,386,1030916,NoLHM,keine
PAPERBOX BE 0712 586X386X330 BL,586,330,386,1031857,not LHM,keine
PAPERBOX 1E 0426 114X83X61 BL,114,61,83,9500815,48,1E
PAPERBOX 0201 2BC586X386X337BL,586,337,386,194280,not LHM,keine
KARTON F 586X386X379MM F201 WEST 2107 BC,586,379,386,1025339,not LHM,keine
PAPERBOX 0201 587X302X187 BL,587,187,302,201598,not LHM,keine
PAPERBOX 0201 2BC 590X590X135 S,590,135,590,1906072,,keine
PAPERBOX 0201 2BC 590X590X165 S,590,165,590,1906071,,keine
CARTON BOX 600 X 400 X 183,600,183,400,1086783,,keine
DELIVERYBOX 0201 1C 590X390X220,590,220,390,1040948,,keine
B11 DELIVERYBOX 590X393X360,590,360,393,1019876,not LHM,keine
PAPERBOX 0201 2BC 590X370X395 S,590,395,370,1033476,not LHM,keine
DELIVERYBOX 0201 1C 590X390X400,590,400,390,1040949,,keine
PAPERBOX 0770 1B 592X392X140BL,592,140,392,9661546,not LHM,1B
TVP SE S04 OT 593X389X58,593,58,389,145197,not LHM,keine
PAPERBOX for TM ROLLMASTER,594000,400000,375000,1018514,not LHM,keine
PAPERBOX 0427 1B 600X170X60,600,60,170,1040078,,1B
PAPERBOX 0201 2BC 600X384X137 S,600,137,384,173174,,keine
PAPERBOX 0201 2BC600X400X220BL,600,220,400,186012,not LHM,keine
FALTKISTE   C013   600X300X220   2.70BC,600,220,300,138451,,keine
CARDBOARD BOX 400X500X310 MM,400,310,500,1661812,,keine
PP LID 500/600 601X401X80,601,80,401,1019866,no LHM,keine
PAPERBOX 0455 1B 601X290X161BL,601,161,290,9006185,not LHM,1B
COVER CARDBOARD 602X400X100,602,100,400,1002753,not LHM,keine
PAPERBOX 0421 2EE 610X88X88 BL,610,88,88,78502,not LHM,keine
CARDBOARD BOX 500X600X310 MM,500,310,600,1661809,,keine
CARDBOARD BOX 630*550*350 MM,630,350,550,,,keine
PAPERBOX 0201 2CB 640x535x145 BL,640,145,535,1035796,not LHM,keine
KREUZVERP. V2 635X635X37MM,635,37,635,139142,,keine
KARTON (640X450X140),640,140,450,9023035,not LHM,keine
PAPERBOX 0201 2EB 650X150X140,650,140,150,77159,not LHM,keine
FALTSCH.  650X190X160 BLANK,650,160,190,109714,,keine
PAPERBOX 0201 2BC 650X453X227 BL,650,227,453,1019635,not LHM,keine
PAPERBOX 0201 2BC 650X650X310,650,310,650,187259,not LHM,keine
PAPERBOX 0201 2BC 655X535X275,655,275,535,1040081,,keine
PACKAGING SET PAPERBOX MERCH TRIO-HP,657000,160000,580000,1038330,not LHM,keine
SP EN HQ VERPACKUNG BM CLED,668000,643000,600000,52000784,,keine
PAPERBOX 0427 1B 670X230X80 BL,670,80,230,1010113,not LHM,1B
PAPERBOX 0201 2BC 693X465X149 BL,693,149,465,1027029,not LHM,keine
PAPERBOX 0201 697X357X257 BL,697,257,357,201578,not LHM,keine
PAPERBOX 0201 2BC 705X575X144 BL,705,144,575,1036058,not LHM,keine
DELIVERYBOX 725X725X188,725,188,725,1025478,not LHM,keine
PAPERBOX 0201 2BC 730X570X570 S,730,570,570,1040758,,keine
TVP SE S06 738X533X568,738,568,533,145198,not LHM,keine
TVP SE S06 OT 738X533X568,738,568,533,9799943,not LHM,keine
DELIVERYBOX SET 742X617X402,742,402,617,1040087,,keine
V800 DELIVERYBOX 760X570X350,760,350,570,1025628,not LHM,keine
PAPERBOX 2BC1290X770X890 BL P2,1290,890,770,195876,,keine
PAPERBOX 0427 1B 770X250X140,770,140,250,179613,not LHM,1B
SP DE VERP. MARKING BOX,773000,445000,385000,52006571,,keine
B15 DELIVERYBOX 785X585X600,785,600,585,1019877,not LHM,keine
PAPERBOX 0201 2BC 785X585X600 BL,785,600,585,152329,not LHM,keine
PAPERBOX 0200 2BC 788X588X387 BL,788,387,588,9001807,not LHM,keine
PAPERBOX 0201 2BC 791X701X296 MERCH,791,296,701,1038538,not LHM,keine
PAPERBOX 0201 797X597X597 BL,797,597,597,201590,not LHM,keine
BAHNKARTON B3 (586X386X320),586,320,386,9502965,,keine
L1250 DELIVERYBOX 800X380X320,800,320,380,1026211,not LHM,keine
CARDBOARD BOX 810*660*435 MM,810,435,660,182537,,keine
PAPERBOX 0201 2BC 845X400X254 BL,845,254,400,1019191,not LHM,keine
PAPERBOX 0201 847X227X157 BL,847,157,227,201573,not LHM,keine
PAPERBOX 1E 0421 157X58X19 P,157,19,58,,126,1E
CARDBOARD BOX 860*860*430 MM,860,430,860,182535,,keine
PAPERBOX 0421 2EE 860X80X80 BL,860,80,80,78503,not LHM,keine
PAPERBOX 0201 2BC 864X216X147 BL,864,147,216,1037237,not LHM,keine
S10 DELIVERYBOX 900X190X165,900,165,190,1002747,not LHM,keine
PAPERBOX 0201 1C 914X254X254 BL,914,254,254,1036531,not LHM,keine
PAPERBOX 0201 2BC 914X406X406 BL,914,406,406,1018515,not LHM,keine
S15 DELIVERYBOX  1000X118X118,1000,118,118,1002749,not LHM,keine
V1000 DELIVERYBOX 1000X597X467,1000,467,597,9502114,not LHM,keine
PAPERBOX 2EF 0426 1005X60X35BL,1005,35,60,124676,not LHM,keine
L1100 DELIVERYBOX 1008X67X7,1008,7,67,9597750,not LHM,keine
L1200 DELIVERYBOX 1020X120X80,1020,80,120,1002744,not LHM,keine
PAPERBOX 0205 1C 1035X135X192 BL,1035,192,135,9001804,not LHM,keine
PAPERB.0203 2CA 1050X350X282 S,1050,282,350,124704,not LHM,keine
L1300 DELIVERYBOX 1050X380X320,1050,320,380,1002745,not LHM,keine
FALTSCH. 1070X190X160 BLANK,1070,160,190,109713,,keine
PAPERBOX OUTER WALL 0314 3ACA 1096X710X700 BL,1096,700,710,1036510,not LHM,keine
PAPERBOX BOTTOM / TOP 0314 2BE 1125X740X123 BL,1125,123,740,1036509,not LHM,keine
PAPERBOX 0200 3ACA 1150X745X505,1150,505,745,1040865,,keine
S20 DELIVERYBOX  1170X180X150,1170,150,180,1002750,not LHM,keine
SPEDITIONSBEH. 1170X770X870,1170,870,770,156453,not LHM,keine
PAPERBOX BOTTOM 0200 2BC1170X780X900,1170,900,780,1040950,,keine
COVER CARDBOARD 2BE 1180X775X200,1180,200,775,1040866,,keine
KARTON 1180X780X480MM F201 WEST 2107 BC,1180,480,780,1025498,not LHM,keine
PAPERBOX 0201 2BC 1185X620X210 BL,1185,210,620,1001663,not LHM,keine
PAPERBOX COVER 0422 1C 1186X800X100,1186,100,800,1040951,,keine
V1200 DELIVERYBOX 1200X650X650,1200,650,650,1034411,not LHM,keine
S30 DELIVERYBOX  1200X110X110,1200,110,110,1002752,not LHM,keine
FALTSCH. 1200X800X300 [MAG],1200,300,800,109711,,keine
PAPERBOX 2BC1290X770X890 BL P1,1290,890,770,195841,,keine
PAPER BOX,1485000,435000,1085000,1587977,,keine
DELIVERYBOX 1499X610X483 W/INSERTS,1499,483,610,1040027,,keine
KARTON BODEN BEDIENKASTEN,1916000,105000,254000,108241,not LHM,keine
KARTON DECKEL BEDIENKASTEN,1932000,105000,286000,108242,not LHM,keine
DELIVERYBOX 0409 2BC 2000X200X200 BL,2000,200,200,1037754,not LHM,keine
L1800 DELIVERYBOX 2010X120X80,2010,80,120,1026233,not LHM,keine
L2000 DELIVERYBOX 2020X175X150,2020,150,175,1002746,not LHM,keine
PAPERBOX 0201 2BC 2020X165X265 BL,2020,265,165,9001805,not LHM,keine
PAPERBOX 0713 1E 116X56X78 P,116,78,56,1037016,80 - Production Release,1E
PAPERBOX A2420 GD2 117X10X166P,117,166,10,121624,135,keine
PAPERBOX 1E 0420 116X153X37 P,116,37,153,174912,37,1E
PAPERBOX 1E 0426 123X113X57 BL,123,57,113,9052333,34,1E
PAERBOX 134X150X47 MERCH,134,47,150,1040099,,keine
PAPERBOX 1E 0420 179X153X37 P,179,37,153,174914,25,1E
PAPERBOX 164X154X52 MERCH,164,52,154,1040105,,keine
PAPERBOX 1E 0420 229X153X37 P,229,37,153,174916,20,1E
PAPERBOX 1E 0420 266X153X37 P,266,37,153,174918,17,1E
PAPERBOX 1E 0420 116X153X91 P,116,91,153,174911,15,1E
PAPERBOX 164X154X76 MERCH,164,76,154,1040109,,keine
PAPERBOX 1E 0420 341X153X37 P,341,37,153,174920,13,1E
PAPERBOX 1E 0420 354X153X37 P,354,37,153,174922,13,1E
PAPERBOX 164X154X102 MERCH,164,102,154,1040113,,keine
PAPERBOX 1E 0420 179X153X91 P,179,91,153,174913,9,1E
PAPERBOX SET 408X120X60,408,60,120,1040088,,keine
PAPERBOX 1E 0420 229X153X91 P,229,91,153,174915,7,1E
PAPER BOX 437X139X71,437,71,139,9625132,4,keine
PAPERBOX 1E 0420 341X153X91 P,341,91,153,174919,5,1E
PAPERBOX 1E 0420 354X153X91 P,354,91,153,174921,5,1E
PAPERBOX 1E 0420 454X153X91 P,454,91,153,174924,13,1E
PAPER BOX 425X265X190,425,190,265,177002,not LHM,keine
PAPER BOX 425X265X210,425,210,265,177001,not LHM,keine
PAPERBOX 430X260X245,430,245,260,166188,not LHM,keine
WINKELKANTENSCHUTZ 60X60X160,60,160,60,91836,not LHM,keine
PACKAGE 0201 2BC 800X600X580 B,800,580,600,193977,,keine
PAPERBOX 2BC1205X870X820 BL P1,1205,820,870,195840,,keine
PAPERBOX 0XXX 1B 413X288X75 BL,413,75,288,195844,2,1B
PACKING BOX (330X130X75),330,75,130,74314,,keine
SCHUETTGUTBOX BEK 272X174X140,272,140,174,79807,,keine
FALTSCH. 385X109X 48,385,48,109,85337,9,keine
PAPERBOX BOOK 455X320X10-80 BL,455,10,320,89740,not LHM,keine
BOX 17.5 X 8 X 4.5 W/FOAM,5,4,8,108209,,keine
CONTRINEX CARTON 448X386X236,448,236,386,159746,,keine
"BOX, SHORT RAIL 7X8X3.375 W/LOGO",7,3,8,173065,,keine
PAPERBOX  0201 366X366X366 BL,366,366,366,177948,,keine
PAPERBOX 0420 1E 212X75X35,212,35,75,179203,40,1E
BOX 20 X 20 X 15,20,15,20,202848,,keine
DIVIDER 0933 1E 302X111X71 BL,302,71,111,1007944,,1E
Paper Box For EH Project 179x154x38,179,38,154,1015643,,keine
DIVIDER 0933 600GK 263X153X20 BL,263,20,153,1015644,,keine
PAPERBOX 0201 1C 140X140X810 BL,140,810,140,1021372,,keine
packing cases (1200*800*1450),1200,1450,800,1021695,,keine
packing cases (1200*800*830),1200,830,800,1021696,,keine
packing cases (1200*800*1030),1200,1030,800,1021697,,keine
packing cases (1200*800*1240),1200,1240,800,1021698,,keine
packing cases(1200*800*430),1200,430,800,1021746,,keine
Paper packing cases(568*358*201),568,201,358,1022314,,keine
KARTON G 1100X160X150MM F201 WEST 1107 B,1100,150,160,1025499,,keine
PAPERBOX 0426 1E 343X246X68 BL,343,68,246,1029975,4,1E
PAPERBOX 1E 0426 180X83X48 BL,180,48,83,9660464,38,1E
PAPERBOX SET 0201 2BC 929X388X425 S,929,425,388,1033456,not LHM,keine
PAPERBOX 0421 1E 380X390X110 S ECO,380,110,390,1036906,not LHM,1E
FALTSCH. FLT-CP,171000,84000,133000,9661364,16,keine
PAPERBOX 0713 1B 151X151X115 S,151,115,151,1026016,,1B
PAPERBOX 778X403X511,778,511,403,1037108,,keine
PAPERBOX 380X380X330,380,330,380,1037131,,keine
PAPERBOX 0421 1E 266X84X42 P,266,42,84,1038548,,1E
PAPERBOX 0426 1E 215X60X42 P,215,42,60,1038549,,1E
PAPERBOX 0421 1E 313X87X42 P,313,42,87,1038551,,1E
PAPERBOX 0420 1E 104X103X41,104,41,103,1039111,,1E
PAPERBOX 0713 1E 180X107X66 BL,180,66,107,9661735,18,1E
PACKING BOX-650X650X400,650,400,650,1796876,,keine
WELLPAPPK.423X301X5 KALENDER,423,5,301,5112980,,keine
BAHNKARTON B3 K (586X386X158),586,158,386,9687217,,keine
BOX 34 X 28 X 17 275# DW DSC,34,17,28,5653498,,keine
BOX #4 PLAIN KRAFT 16X11X12.75,16,12,11,5654414,,keine
DELIVERYBOX FS010 200X160X120MM,200,120,160,,,keine
RAIL BOX - 2150X155X67,2150,67,155,9001413,,keine
PAPERBOX 1E 0426 213X62X46 BL,213,46,62,9796713,40,1E
PAPERBOX 1F 0713 136X47X79 BL,136,79,47,9050467,,keine
FALTSCH.EINS.GEFACH 275X265X74,275,74,265,9403860,not LHM,keine
POSTK. P1-K-S   (300X120X 80),300,80,120,9406074,,keine
PAPERBOX 1E 0426 316X89X50 BL,316,50,89,9796755,not LHM,1E
PAPERBOX 1E 0426 238X68X49 BL,238,49,68,9796768,not LHM,1E
PAPERBOX 1E 0426 222X91X53 BL,222,53,91,9796771,not LHM,1E
POSTK. P2-K-S   (350X120X 80),350,80,120,9406087,,keine
WELLPAPPK.392X301X5 KALENDER,392,5,301,9503155,not LHM,keine
POSTKARTON P1/K (285X235X 70),285,70,235,9503210,4,keine
EU-KARTON 31   284X184X137,284,137,184,9596816,,keine
PAPER BOX 800X255X250,800,250,255,9620025,,keine
GENERAL CARTON 635X260X270,635,270,260,9620054,,keine
RAIL CARTON 1015X190X60,1015,60,190,9620096,,keine
FALTSCH. 307X 67X 47,307,47,67,9621859,,keine
UMZUGKARTON 650X350X370 2.4,650,370,350,9647325,,keine
TVP SE S02 OT 400X290X60,400,60,290,9799927,not LHM,keine
